+------+----------------------+--------------------+-----------+-----------+---------------------------+-------------+----------------------------------------------+-------------------+-------------+-----------------+-----------------+----------------+--------------+------------------+------------------+-----------------+-----------+---------------+---------------+--------------+-----------+---------------+---------------+--------------+-------------+-----------------+-----------------+----------------+-------------+-----------------+-----------------+----------------+------------------+---------------+-------------------+-------------------+------------------+------------+----------------+----------------+---------------+----------+--------------+--------------+-------------+------------+---------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+---------------+-----------+---------------+---------------+--------------+--------------+-----------+---------------+------------+------------+---------------+---------------+-----------+---------------+---------------+-----------+---------------+---------------+--------------+------------------+------------------+
|      | pl_name              | hostname           |   sy_snum |   sy_pnum | discoverymethod           |   disc_year | disc_facility                                |   pl_controv_flag |   pl_orbper |   pl_orbpererr1 |   pl_orbpererr2 |   pl_orbperlim |   pl_orbsmax |   pl_orbsmaxerr1 |   pl_orbsmaxerr2 |   pl_orbsmaxlim |   pl_rade |   pl_radeerr1 |   pl_radeerr2 |   pl_radelim |   pl_radj |   pl_radjerr1 |   pl_radjerr2 |   pl_radjlim |   pl_bmasse |   pl_bmasseerr1 |   pl_bmasseerr2 |   pl_bmasselim |   pl_bmassj |   pl_bmassjerr1 |   pl_bmassjerr2 |   pl_bmassjlim | pl_bmassprov     |   pl_orbeccen |   pl_orbeccenerr1 |   pl_orbeccenerr2 |   pl_orbeccenlim |   pl_insol |   pl_insolerr1 |   pl_insolerr2 |   pl_insollim |   pl_eqt |   pl_eqterr1 |   pl_eqterr2 |   pl_eqtlim |   ttv_flag | st_spectype   |   st_teff |   st_tefferr1 |   st_tefferr2 |   st_tefflim |   st_rad |   st_raderr1 |   st_raderr2 |   st_radlim |   st_mass |   st_masserr1 |   st_masserr2 |   st_masslim |   st_met |   st_meterr1 |   st_meterr2 |   st_metlim | st_metratio   |   st_logg |   st_loggerr1 |   st_loggerr2 |   st_logglim | rastr        |        ra | decstr        |        dec |    sy_dist |   sy_disterr1 |   sy_disterr2 |   sy_vmag |   sy_vmagerr1 |   sy_vmagerr2 |   sy_kmag |   sy_kmagerr1 |   sy_kmagerr2 |   sy_gaiamag |   sy_gaiamagerr1 |   sy_gaiamagerr2 |
|  455 | HD 10180 c           | HD 10180           |         1 |         6 | Radial Velocity           |        2010 | La Silla Observatory                         |                 0 |    5.75969  |      0.00028    |     -0.00028    |              0 |     0.06412  |         0.00101  |        -0.00101  |               0 |     3.68  |       nan     |       nan     |            0 |     0.328 |       nan     |       nan     |            0 |    13.1     |         0.54    |        -0.54    |              0 |     0.04122 |         0.0017  |        -0.0017  |              0 | Msin(i)/sin(i)   |      0.073    |          0.031    |         -0.031    |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G1 V          |   5911    |         19    |        -19    |            0 |     1.11 |         0.04 |        -0.04 |           0 |      1.06 |          0.05 |         -0.05 |            0 |    0.08  |        0.01  |       -0.01  |           0 | [Fe/H]        |      4.39 |          0.03 |         -0.03 |            0 | 01h37m53.55s |  24.4731  | -60d30m41.36s | -60.5115   |   38.9607  |       0.0387  |      -0.0386  |   7.33    |        0.03   |       -0.03   |     5.868 |         0.018 |        -0.018 |      7.17261 |        0.000183  |       -0.000183  |
|  456 | HD 10180 d           | HD 10180           |         1 |         6 | Radial Velocity           |        2010 | La Silla Observatory                         |                 0 |   16.357    |      0.0038     |     -0.0038     |              0 |     0.12859  |         0.00202  |        -0.00202  |               0 |     3.45  |       nan     |       nan     |            0 |     0.308 |       nan     |       nan     |            0 |    11.75    |         0.65    |        -0.65    |              0 |     0.03697 |         0.00205 |        -0.00205 |              0 | Msin(i)/sin(i)   |      0.131    |          0.052    |         -0.052    |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G1 V          |   5911    |         19    |        -19    |            0 |     1.11 |         0.04 |        -0.04 |           0 |      1.06 |          0.05 |         -0.05 |            0 |    0.08  |        0.01  |       -0.01  |           0 | [Fe/H]        |      4.39 |          0.03 |         -0.03 |            0 | 01h37m53.55s |  24.4731  | -60d30m41.36s | -60.5115   |   38.9607  |       0.0387  |      -0.0386  |   7.33    |        0.03   |       -0.03   |     5.868 |         0.018 |        -0.018 |      7.17261 |        0.000183  |       -0.000183  |
|  474 | HD 103949 b          | HD 103949          |         1 |         1 | Radial Velocity           |        2019 | Las Campanas Observatory                     |                 0 |  120.878    |      0.446      |     -0.446      |              0 |     0.439    |         0.009    |        -0.009    |               0 |     3.35  |       nan     |       nan     |            0 |     0.299 |       nan     |       nan     |            0 |    11.2     |         2.3     |        -2.3     |              0 |     0.03524 |         0.00724 |        -0.00724 |              0 | Msini            |      0.19     |          0.12     |         -0.12     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | K3 V          |   4792    |         66    |        -54    |            0 |     0.75 |         0.02 |        -0.02 |           0 |      0.77 |          0.04 |         -0.04 |            0 |   -0.07  |        0.031 |       -0.031 |           0 | [M/H]         |      4.59 |          0.09 |         -0.1  |            0 | 11h58m11.51s | 179.548   | -23d55m26.84s | -23.9241   |   26.4997  |       0.0538  |      -0.0537  |   8.7     |        0.03   |       -0.03   |     6.314 |         0.021 |        -0.021 |      8.38479 |        0.000407  |       -0.000407  |
|  483 | HD 106315 b          | HD 106315          |         1 |         2 | Transit                   |        2017 | K2                                           |                 0 |    9.55237  |      0.00089    |     -0.00089    |              0 |     0.0907   |         0.001    |        -0.001    |               0 |     2.44  |         0.17  |        -0.17  |            0 |     0.218 |         0.015 |        -0.015 |            0 |    12.6     |         3.2     |        -3.2     |              0 |     0.03964 |         0.01007 |        -0.01007 |              0 | Mass             |      0.093    |          0.11     |         -0.068    |                0 |     240    |          48    |         -43    |             0 |     1153 |           25 |          -25 |           0 |          0 | F5 V          |   6327    |         48    |        -48    |            0 |     1.3  |         0.06 |        -0.06 |           0 |      1.09 |          0.04 |         -0.04 |            0 |   -0.311 |        0.079 |       -0.079 |           0 | [Fe/H]        |      4.25 |          0.04 |         -0.04 |            0 | 12h13m53.39s | 183.472   | -00d23m36.37s |  -0.393436 |  109.353   |       0.691   |      -0.681   |   8.951   |        0.003  |       -0.003  |     7.853 |         0.02  |        -0.02  |      8.88841 |        0.000251  |       -0.000251  |
|  492 | HD 108236 b          | HD 108236          |         1 |         5 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    3.79596  |      2.5e-05    |     -3.4e-05    |              0 |     0.04527  |         0.00096  |        -0.00088  |               0 |     1.615 |         0.051 |        -0.051 |            0 |     0.144 |         0.005 |        -0.005 |            0 |     3.24    |       nan       |       nan       |              0 |     0.0102  |       nan       |       nan       |              0 | M-R relationship |      0.045    |          0.039    |         -0.033    |                0 |     312.18 |         nan    |         nan    |             0 |     1099 |           19 |          -18 |           0 |          0 | G3 V          |   5660    |         61    |        -61    |            0 |     0.88 |         0.01 |        -0.01 |           0 |      0.87 |          0.05 |         -0.05 |            0 |   -0.28  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.49 |          0.11 |         -0.11 |            0 | 12h26m17.78s | 186.574   | -51d21m46.99s | -51.3631   |   64.5978  |       0.1943  |      -0.1932  |   9.25    |        0.03   |       -0.03   |     7.637 |         0.031 |        -0.031 |      9.08745 |        0.000157  |       -0.000157  |
|  493 | HD 108236 c          | HD 108236          |         1 |         5 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |    6.20345  |      4.9e-05    |     -4.6e-05    |              0 |     0.062    |         0.0012   |        -0.0012   |               0 |     2.071 |         0.052 |        -0.052 |            0 |     0.185 |         0.005 |        -0.005 |            0 |     4.94    |       nan       |       nan       |              0 |     0.0155  |       nan       |       nan       |              0 | M-R relationship |      0.034    |          0.042    |         -0.025    |                0 |     162.17 |         nan    |         nan    |             0 |      932 |           17 |          -16 |           0 |          0 | G3 V          |   5660    |         61    |        -61    |            0 |     0.88 |         0.01 |        -0.01 |           0 |      0.87 |          0.05 |         -0.05 |            0 |   -0.28  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.49 |          0.11 |         -0.11 |            0 | 12h26m17.78s | 186.574   | -51d21m46.99s | -51.3631   |   64.5978  |       0.1943  |      -0.1932  |   9.25    |        0.03   |       -0.03   |     7.637 |         0.031 |        -0.031 |      9.08745 |        0.000157  |       -0.000157  |
|  494 | HD 108236 d          | HD 108236          |         1 |         5 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   14.1757   |      8.3e-05    |     -0.0001     |              0 |     0.1074   |         0.0023   |        -0.0023   |               0 |     2.539 |         0.062 |        -0.065 |            0 |     0.227 |         0.006 |        -0.006 |            0 |     6.98    |       nan       |       nan       |              0 |     0.022   |       nan       |       nan       |              0 | M-R relationship |      0.055    |          0.038    |         -0.035    |                0 |      53.88 |         nan    |         nan    |             0 |      708 |           13 |          -12 |           0 |          0 | G3 V          |   5660    |         61    |        -61    |            0 |     0.88 |         0.01 |        -0.01 |           0 |      0.87 |          0.05 |         -0.05 |            0 |   -0.28  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.49 |          0.11 |         -0.11 |            0 | 12h26m17.78s | 186.574   | -51d21m46.99s | -51.3631   |   64.5978  |       0.1943  |      -0.1932  |   9.25    |        0.03   |       -0.03   |     7.637 |         0.031 |        -0.031 |      9.08745 |        0.000157  |       -0.000157  |
|  495 | HD 108236 e          | HD 108236          |         1 |         5 | Transit                   |        2020 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   19.59     |      8.3e-05    |     -8.9e-05    |              0 |     0.1367   |         0.0022   |        -0.002    |               0 |     3.083 |         0.052 |        -0.052 |            0 |     0.275 |         0.005 |        -0.005 |            0 |     9.71    |       nan       |       nan       |              0 |     0.0306  |       nan       |       nan       |              0 | M-R relationship |      0.058    |          0.032    |         -0.036    |                0 |      35    |         nan    |         nan    |             0 |      636 |           12 |          -11 |           0 |          0 | G3 V          |   5660    |         61    |        -61    |            0 |     0.88 |         0.01 |        -0.01 |           0 |      0.87 |          0.05 |         -0.05 |            0 |   -0.28  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.49 |          0.11 |         -0.11 |            0 | 12h26m17.78s | 186.574   | -51d21m46.99s | -51.3631   |   64.5978  |       0.1943  |      -0.1932  |   9.25    |        0.03   |       -0.03   |     7.637 |         0.031 |        -0.031 |      9.08745 |        0.000157  |       -0.000157  |
|  496 | HD 108236 f          | HD 108236          |         1 |         5 | Transit                   |        2021 | CHaracterising ExOPlanets Satellite (CHEOPS) |                 0 |   29.5411   |      0.00033    |     -0.00042    |              0 |     0.1758   |         0.0041   |        -0.0038   |               0 |     2.017 |         0.052 |        -0.057 |            0 |     0.18  |         0.005 |        -0.005 |            0 |     4.72    |       nan       |       nan       |              0 |     0.0149  |       nan       |       nan       |              0 | M-R relationship |      0.051    |          0.036    |         -0.034    |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G3 V          |   5660    |         61    |        -61    |            0 |     0.88 |         0.01 |        -0.01 |           0 |      0.87 |          0.05 |         -0.05 |            0 |   -0.28  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.49 |          0.11 |         -0.11 |            0 | 12h26m17.78s | 186.574   | -51d21m46.99s | -51.3631   |   64.5978  |       0.1943  |      -0.1932  |   9.25    |        0.03   |       -0.03   |     7.637 |         0.031 |        -0.031 |      9.08745 |        0.000157  |       -0.000157  |
|  511 | HD 110082 b          | HD 110082          |         2 |         1 | Transit                   |        2021 | Transiting Exoplanet Survey Satellite (TESS) |                 0 |   10.1827   |      4e-05      |     -4e-05      |              0 |     0.113    |         0.009    |        -0.013    |               0 |     3.2   |         0.1   |        -0.1   |            0 |     0.285 |         0.009 |        -0.009 |            0 |    10.3     |       nan       |       nan       |              0 |     0.0325  |       nan       |       nan       |              0 | M-R relationship |      0.2      |          0.2      |         -0.1      |                0 |     198.39 |         nan    |         nan    |             0 |      957 |          nan |          nan |           0 |          0 | F8 V          |   6200    |        100    |       -100    |            0 |     1.19 |         0.06 |        -0.06 |           0 |      1.21 |          0.06 |         -0.06 |            0 |    0.08  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.2  |          0.3  |         -0.3  |            0 | 12h50m21.43s | 192.589   | -88d07m16.00s | -88.1211   |  105.096   |       0.266   |      -0.266   |   9.23    |        0.03   |       -0.03   |     8.002 |         0.031 |        -0.031 |      9.11523 |        0.00034   |       -0.00034   |
